"","Sets","Train_R","Train_RMSE","Test_R","Test_RMSE"
"1","1",0.842205618954618,72.5808933847904,0.356946420851162,97.4729984186495
"2","2",0.840064664324524,69.0923715237138,0.508055972620975,142.219185756697
"3","3",0.866167473598267,63.878280995919,0.282095573932114,153.957262393999
"4","4",0.843807585654751,67.8555153232226,0.52963902884419,139.9829084999
"5","5",0.831803823045999,69.4902329870304,0.537547004365917,142.356825761739
"6","Mean",0.844809833115632,68.5794588429352,0.442856800122871,135.197836166197
