"","Split1","Split2","Split3","Split4","Split5","model","time"
"1",0.185190340866974,0.181618310333095,0.189887356633126,0.180808878727738,0.176220582828108,"1",0
"2",0.198019631372673,0.199785183578782,0.194881114571704,0.185913480607031,0.187030986448347,"2",6.64646600405375
"3",0.464110869184408,0.472793001921627,0.477234933243997,0.42123406482078,0.440286455167406,"3",8.19166167259216
"4",0.558741206642712,0.593788406037261,0.604027031118074,0.571759355017197,0.588759585478638,"4",11.578668773969
"5",0.574837369721044,0.610560717661984,0.612419360991219,0.59994404972017,0.604058063700915,"5",14.9120491973559
"6",0.571201279863725,0.607853433731493,0.603346917180725,0.593190785266123,0.600077998741596,"6",16.827842083772
